date,close,open,high,low,volume,gas,oil,coal,power,stock,trends,pos,neg
2021/9/6,1.577624478,1.272466231,1.140877531,1.181147944,-37.33455587,2.767034714,-0.538563754,1.710982757,4.322635646,1.042416452,34,0.092,0.039
2021/9/7,-0.528466279,0.876429799,-0.489616393,-0.338355273,64.00373552,1.722459883,-0.736574798,0.118976814,1.400329948,-0.425130541,37,0.48,0.163
2021/9/8,0.73588558,-0.508987897,0.70995013,0.499075334,8.074176398,2.332593987,1.261365397,0.474496738,1.545095116,-1.046880843,44,0.577,0.313
2021/9/9,0.477024279,-0.255468764,-0.393794318,-0.16072006,-32.39720739,1.767194068,-1.596701745,0.413345732,1.965230033,-0.119660179,22,0.324,0.354
2021/9/10,-2.929551203,0.922985547,-0.30032426,-1.981871235,-15.99646497,2.343069611,2.036504543,0.675380632,2.970556183,-0.215749814,26,0.285,0.071
2021/9/13,0.244718288,-3.055882689,-0.285352128,0.409333359,57.21702744,5.182229133,0.805850158,0.496278934,5.481796565,0.47881346,35,0.136,0.102
2021/9/14,-1.991343676,0.926609897,-1.181744829,-2.649161545,30.24477611,7.350657213,0.122357435,-0.40852114,3.662253751,0.023880597,49,1.145,0.35
2021/9/15,0.033239156,-2.109472383,-0.871254301,-0.842464966,-32.37870771,7.220081541,2.49576888,-0.881062968,5.680894677,-0.863314714,33,0.227,0.091
2021/9/16,-0.918126807,-1.49852954,-1.190005077,-0.781386683,7.732408343,-11.28460043,0.277906617,-1.545809615,-0.280014184,0.456566935,40,0.15,0
2021/9/17,0.318125007,0.535386924,-0.823320969,1.355034283,19.70343278,2.752524479,-0.437057844,1.01342149,-9.895508993,-0.02397794,26,0.885,0.526
2021/9/20,1.986162609,-0.568943971,1.444542519,-0.946592599,28.46969956,15.26578146,-1.902777493,1.442686586,2.060507199,-3.812778544,15,0.054,0
2021/9/21,-0.855831425,2.256608117,0.227901775,2.233697706,-130.0404689,-1.889610449,0.593473552,0.204409474,-0.722848877,1.262549263,28,0.921,0.251
2021/9/22,0.724640852,-0.509911459,-0.734397426,-0.016609916,82.41032434,-2.717958217,2.431205763,0.349447065,-1.144361784,1.416731072,39,0.067,0
2021/9/23,-0.082081594,0.526317004,0.685605036,-1.169603976,9.136410431,-3.723714807,1.381669529,0.492968955,0.539250979,1.229375493,28,0.878,0.616
2021/9/24,3.865838117,-0.180609194,4.811597288,1.318993995,-22.64438843,0.833243036,1.08150919,-0.20269299,-0.740287156,-0.890392118,24,0.665,0.396
2021/9/27,2.234293396,5.436990434,1.278612505,5.971683086,22.31435513,7.882221106,1.827230129,15.66320707,-0.816013854,0.241429378,28,0.497,0.107
2021/9/28,-3.826937348,2.307794728,1.020339317,-3.062030293,31.61972428,2.59243054,-0.554786444,0.272243702,-0.046831097,-2.465644252,36,0.068,0.106
2021/9/29,1.576842419,-3.54498849,-3.861483613,-0.533076135,-13.24992233,9.615665605,-0.570596869,3.018729707,0.218357725,0.419287826,35,0.647,0.363
2021/9/30,-1.78576174,-0.2998503,-0.362862274,-1.649420916,-29.55071987,15.50667773,-0.152710643,4.753323662,22.31279712,-0.369868502,32,0.129,0.201
2021/10/1,0.465453051,-1.625274781,1.38128079,1.308705084,-62.69925907,-4.029462345,0.963252061,6.378074496,9.181410932,-0.968109832,24,0.672,0.303
2021/10/4,2.170038428,1.625274781,1.162353265,1.89960638,14.17158019,1.892775083,2.466800054,6.116715039,4.317297262,-0.625549394,22,0.405,0
2021/10/5,2.077916288,1.537044062,1.377221462,2.348228614,109.0572044,17.84706571,1.587141117,10.25310877,11.72202128,1.64305414,40,0.42,0.476
2021/10/6,-8.952583645,1.406405996,-0.97740546,-7.855108964,24.96312096,-7.215480823,-1.808898015,-14.64692679,-1.596284902,-1.317280139,37,0.708,0.239
2021/10/7,2.043430185,-7.950571253,-6.417026483,-1.956676632,-25.57041027,-10.77811102,1.067298361,-1.894681478,-14.25559216,2.055290869,29,0.228,0.13
2021/10/8,-3.429289783,0.513799092,0.065434323,0.171673862,-40.64808522,-9.971479891,0.535476514,-1.145586937,-8.339641268,-0.368324542,38,0.915,0.575
2021/10/11,1.385859598,-3.054953918,-0.804535987,0.32537061,-103.5122335,-2.566288649,1.517735711,4.879016417,-9.058413349,-0.196995878,36,0,0
2021/10/12,-0.403633242,1.438386759,-1.244106616,0.715505608,25.27440211,0.249020189,-0.275333866,0.680906376,-1.004487881,-0.395159813,39,0.306,0.146
2021/10/13,0.185200827,-0.168152049,1.04608675,-0.442328043,55.38851132,8.232172543,-0.288115445,0.737557123,4.423227114,0.764209315,36,0.301,0.293
2021/10/14,3.860591594,0.620755286,2.511957228,1.925084779,65.60697628,8.867489184,0.980986453,-0.53213388,-2.444301899,1.583660823,36,0.426,0
2021/10/15,-3.290311618,3.887328317,0.177033924,-1.976248761,-86.87320366,-9.458841868,1.018604093,-1.488553431,2.339829151,0.770531142,26,1.033,0.286
2021/10/18,-1.46578313,-5.336140721,-3.584965289,-1.685916415,6.201757371,1.255104671,-0.626516619,-0.584919153,-9.211414278,-0.601469394,35,0,0
2021/10/19,-7.030301069,-1.143454732,-2.207520765,-5.693392175,56.88003339,-4.927275152,0.885431675,-1.754245557,-0.762209773,0.36131558,39,0.15,0.265
2021/10/20,5.697631423,-4.889315608,-0.358453913,1.873974607,-20.65729048,3.437212985,0.866008923,-0.81353478,3.622069283,0.072106721,43,0.297,0.314
2021/10/21,0.394816408,4.096618023,0.868312257,2.527274569,67.27862579,-5.453779945,-1.419961663,-1.778402975,1.519891089,-0.409293938,28,0.57,0.417
2021/10/22,0.461499836,1.220890412,2.577117189,2.670524575,-98.0829253,-0.989522849,1.081472866,1.196316606,4.916556099,0.840845795,26,0.536,0.508
2021/10/25,1.203506348,1.694668586,-0.696289285,0.818000471,2.087758502,1.812683829,0.536381883,2.519347593,-6.750200278,0.11954574,35,0,0
2021/10/26,1.355555859,0.285259024,0.712808654,0.372692283,12.23638957,-0.737380258,0.475666539,-1.337173697,-0.398838999,0.832842411,37,0.36,0
2021/10/27,0.182678785,0.534760633,-0.148772653,0.101402747,-16.45642502,-1.363099846,-2.128984377,-0.492664593,-0.795414745,-0.284765261,24,0.505,0.175
2021/10/28,-2.231449019,-0.451015548,-1.014224339,-1.497645419,-29.34457772,-12.92338168,-0.307874725,0.064398414,-0.873058035,0.237360662,34,0.176,0.213
2021/10/29,0.237248035,-0.722510074,0.050121127,0.308166654,68.58955172,-14.6096713,0.07113219,-0.150327528,7.536496018,0.449438959,26,0.294,0.659
2021/11/1,-3.076636924,0.185325636,1.508524255,-2.59754864,-37.96015975,0.893693158,0.390325175,-53.68802926,-0.16542601,0.916252152,30,0.2,0
2021/11/2,4.271233447,-2.920538885,-1.291622527,0.873367997,117.7016994,3.410455251,0.011804285,2.72002263,1.576905212,0.303561237,31,0.132,0.512
2021/11/3,0.600301953,3.675132891,1.110477973,3.284592223,-79.59608511,12.68726147,-3.275441269,6.74412808,-0.130463163,0.279394827,24,0.055,0.136
2021/11/4,0.049862878,-0.16719616,1.780656376,-0.286509002,-20.40679324,-3.733960433,-1.784333318,-1.008411907,4.105173314,0.533334598,23,0.359,0.059
2021/11/5,-0.750566446,0.783402623,-0.373104496,0.639302312,38.32352952,1.008041297,2.694920561,0.168776411,-0.188123213,0.599494532,26,0.575,0.737
2021/11/8,2.038350463,0.066390044,-0.162654558,0.884887651,25.40109379,5.819104028,0.830479588,6.052542039,-4.028077771,-0.045987584,26,0.351,0
2021/11/9,-0.345082916,0.132648005,0.438561574,0.116288741,-44.48743404,-8.06425261,1.605170901,-3.554493742,-0.484738274,-0.299435903,29,0.254,0.077
2021/11/10,4.395781344,0.165562952,3.001502457,0.132736041,27.24937827,-3.922498712,-2.556584111,-6.734948574,-2.675166183,0.138312608,23,0.477,0.106
2021/11/11,0.847063888,4.322109948,1.001573318,3.406734791,-60.01811898,7.155283974,0.277929005,-0.07039775,2.1418667,0.18411973,32,0.496,0.362
2021/11/12,-0.689657906,1.353285798,0.914522378,1.637166027,-0.81967672,0.371728447,-0.848284292,-2.135312447,2.464752794,0.390132451,19,0.489,0.332
2021/11/15,4.068357664,-0.062539089,3.72544596,0.800820799,67.55027166,5.386920603,-0.146145441,-0.252116107,4.920106469,0.16020143,31,0,0
2021/11/16,2.402204284,4.375793691,1.226284112,4.030888198,-15.60722456,15.82787892,0.462063079,2.034694502,5.191239267,0.524576411,38,0.357,0
2021/11/17,-0.56179923,2.00080776,0.920857198,0.793001837,29.19568881,-0.375846095,-2.64289244,1.019520169,5.921965073,0,45,0.298,0.205
2021/11/18,2.821205889,-0.854706058,1.099707219,-0.717921121,-18.52508888,0.329985053,1.188721278,1.251319768,-2.979311039,-0.410303744,30,0.181,0.049
2021/11/19,0.388405868,2.773090714,0.873993671,3.365134525,-34.77567905,-8.840745303,-2.935325961,0.344827928,-1.377369527,-0.52673888,27,0.317,0.639
2021/11/22,0.815047051,0.888512581,1.949489625,0.996470084,15.68173481,-3.873429328,1.021510869,0.856903273,0.571462782,-0.298953885,32,0,0
2021/11/23,-1.045031341,0.29916683,-0.772421508,-0.706614808,52.69400921,8.127682404,3.222302119,2.360986564,-0.898663785,-1.228146592,31,0.309,0.304
2021/11/24,5.242231575,-0.52770571,3.531978513,0.216841429,4.458847732,2.721842372,-0.072921734,-0.267022856,3.463916672,-0.280177629,36,0.62,0.117
2021/11/25,2.107901313,5.087850796,2.539605751,4.586341679,-1.438873745,-0.729167676,-0.036480818,-1.075279178,-0.646349829,0.280177629,36,0.278,0.161
2021/11/26,-2.258225906,1.081383882,-1.147597329,-2.514098896,-60.76625214,-5.082938997,-12.27821316,0,-0.650554703,-4.897670523,29,0.809,0.47
2021/11/29,1.923396691,-0.242293832,2.058915793,4.831857727,60.53715697,6.096360487,0.985229644,-15.30251873,-0.892963998,0.537241829,37,0.25,0.052
2021/11/30,1.583848907,-0.107874876,-0.329229243,-0.89346743,12.55678101,0.957106495,-3.98636213,-13.37563898,23.58358667,-0.708789476,40,0.417,0.219
2021/12/1,1.92250739,2.438982762,3.81750437,2.762680731,-31.24870762,2.576565364,-2.438445546,10.25663365,-2.299786115,2.423186168,52,0.492,0.07
2021/12/2,3.874730498,0.73462222,1.998683841,1.183445765,36.82209349,-1.002844293,1.154913949,0.929863179,-2.100557144,-1.568375736,36,0.213,0.114
2021/12/3,-2.026628617,4.971709532,0.558487334,2.427805194,-21.55196262,-5.602433089,0.300967622,-2.23814022,1.072021453,-1.075804997,33,0.784,0.362
2021/12/6,3.756134358,-1.59201106,1.681330642,0.458249274,21.74310635,0.514184757,4.477524624,0.574478396,-3.92392576,1.851002677,39,0,0
2021/12/7,4.420145834,3.915267173,4.48591064,4.421982217,22.83495817,5.865918019,3.178290682,5.492825112,1.834563204,3.06546517,43,0.344,0.064
2021/12/8,4.658925499,3.978135604,5.92958636,3.826222048,34.38268015,6.486380227,0.502447176,4.134857932,8.998539495,-0.916898395,37,0.577,0
2021/12/9,-10.0265958,5.243113349,-0.48367688,-6.161915198,4.116676267,-1.63430173,-1.863738717,0.259788604,-3.940244558,-0.63973681,39,0.378,0.208
2021/12/10,4.224531347,-10.71472756,-7.135693878,0.099453017,1.028815659,4.836056896,0.976139328,0,-1.022309532,-0.166527932,36,0.762,0.406
2021/12/13,-1.975047742,4.485922121,3.37437483,2.114659571,-46.61217161,9.144720865,-1.0164592,1.179085141,9.607868914,-0.453407291,35,0,0
2021/12/14,-3.193589996,-2.968145127,-4.110807663,-4.097407421,13.55684681,9.347512984,-0.931872501,2.923868273,-0.471952853,-0.696030651,37,0.882,0.086
2021/12/15,1.326657608,-2.422199934,-1.974540433,1.509462622,29.79567421,3.541967312,0.243935614,0.814884934,1.290500088,0.240558211,27,0.444,0.129
2021/12/16,5.417741804,2.251987127,4.528672095,1.265368577,20.02540355,7.034892252,1.531258932,4.282422302,7.483922506,1.146691972,34,0.853,0.756
2021/12/17,-14.6634178,3.667615271,-0.934040649,-10.20512919,20.90809104,-4.140402285,-2.019726661,-1.292974801,-6.003799522,-1.194757342,42,1.311,0.982
2021/12/20,7.881567538,-14.1523023,-4.192230639,0.231813017,-42.10351325,7.518224063,-2.758034718,0,-3.930951629,-1.697010422,20,0,0
2021/12/21,1.055713711,8.444050757,1.33659341,6.166562961,-44.2704903,19.46257583,3.381765554,0.682596507,6.319946379,1.576745825,41,0.716,0.237
2021/12/22,-5.211295057,-0.560434869,-3.288236382,-3.439182246,55.90603866,-4.385020313,1.755253746,-0.034019391,-0.600839818,0.886551871,22,0.329,0.196
2021/12/23,-3.133312043,-3.262331573,-3.0650829,-1.603240753,-48.11127264,-28.35426816,2.050814612,-2.899754433,-3.190474426,1.350571411,34,0.712,0.758
2021/12/24,2.454192286,-3.679784422,-1.13828677,0.349556688,-210.1774332,-19.53545211,-0.928171903,-0.526779093,-2.13373697,-0.023537719,0,0.334,0.339
2021/12/27,0.796192942,1.554125721,0.337662658,0.708796013,42.21321606,-8.078103807,3.179794848,-0.919709348,-6.688785724,0.703732672,23,0,0
2021/12/28,3.034609656,1.21832908,3.265179746,1.547138298,23.89952087,-2.844525287,0.43163708,-3.692058861,-0.326907436,0.536194314,12,0,0
2021/12/29,1.340452266,2.988742947,1.46988197,2.462540194,109.9335093,-2.927813462,0.366694474,2.007733073,-0.350483396,-0.817093375,22,0,0
2021/12/30,-0.249190261,1.71651148,-0.272412254,1.448932314,-48.28019424,-10.30854184,0.113528867,-0.253302108,-0.496368512,0.514380372,17,0,0
2021/12/31,0.609416723,-0.648058101,0.741201664,0.377834203,-83.91345497,-20.91691949,-1.960597492,-0.326619779,0.171751455,0.215485946,0,0,0
2022/1/3,4.081703481,-0.225309896,3.803658039,0.313774967,99.49566323,18.38806432,1.531032713,-13.64957446,-16.40289095,0.643685716,56,0,0.145
2022/1/4,1.065603263,5.069787907,2.803922006,4.902882766,56.33306086,5.447710348,1.283197882,8.081164274,3.662035247,0.507381162,94,0.029,0
2022/1/5,3.096078936,2.296244547,1.996074256,1.727036064,16.33172417,3.127385456,0.995033085,5.386492726,-2.330091666,0.756277238,36,0.457,0.221
2022/1/6,-0.963752297,1.811204844,-0.850586359,0.070339979,-43.27227809,5.124854065,1.462032308,4.416672243,2.744722037,-1.611082027,29,0.622,0
2022/1/7,-1.533487299,-0.768925577,-0.216635396,-0.140729471,16.73987142,-8.998425172,-0.293147883,-2.32650606,-1.700107921,-0.511748035,37,0.45,0.369
2022/1/10,-6.442926308,-0.786494917,-0.698702802,-6.559529338,67.04661252,-4.315848952,-1.082288267,-1.183870329,-4.81097348,-1.125715452,51,0,0
2022/1/11,1.499501422,-5.636639949,-2.97484754,0.400200634,-27.57982005,-7.90596084,3.463497047,-1.857638557,-3.359703982,0.7050558,40,0.283,0.167
2022/1/12,-1.599438969,1.584432902,-1.443164173,-1.218072447,-15.23784467,-5.538813277,1.128345008,2.181904739,-3.3306796,0.769862662,34,0.44,0.445
2022/1/13,0.685062155,-3.069608716,-2.198424605,-2.04218967,21.70765975,13.00178934,-0.236490591,6.880100656,-0.297732203,0,100,0.129,0.163
2022/1/14,1.869213301,2.280530266,2.809241523,4.968013062,-0.439912727,1.52992575,1.864828567,3.367766272,1.243406874,-1.074776701,28,1.128,1.347
2022/1/17,-1.844390166,0.789078449,-1.201215645,-2.00775117,-45.68638822,-12.13267598,0.486844592,1.290340484,-0.747677868,0.84211024,32,0.193,0
2022/1/18,2.56062995,-2.820542584,0.265508242,-1.107765608,107.3618998,1.704938171,1.183989922,3.959046727,-0.250473409,-0.936117297,43,0.441,0.402
2022/1/19,-0.70405729,2.941388521,-0.205103528,2.252911306,-37.47917769,-3.688130154,1.057128344,-0.339454114,0.401618653,-0.094095514,28,0.56,0.294
2022/1/20,4.175224753,-1.779016091,3.75703368,-0.334717972,-1.745798981,-0.889240562,-0.067865629,-1.400801116,-3.752363527,0.890352648,46,0.582,0.333
2022/1/21,-1.317201215,4.648089736,-0.372917342,3.35786385,-43.76787281,5.527408379,-0.555966713,1.586100736,1.454897688,-1.717487223,24,1.03,0.379
2022/1/24,-0.5341576,-0.955139624,0.929698736,-0.312688168,27.90887074,17.15582955,-1.860411949,0.737783857,-0.017833259,-3.796853116,75,0,0
2022/1/25,4.001233572,-0.118553659,1.890632081,0.708158754,5.582335586,0.275494509,2.212504992,0.823552009,-0.967749488,0.418153358,40,0.56,0.542
2022/1/26,1.374162785,3.57701093,2.133713739,3.548304574,-0.64079963,-2.785143917,1.975816408,0.816824992,-0.006002941,1.944640765,37,0.352,0.649
2022/1/27,1.233061246,0.604783038,-0.055570993,1.455362879,-25.39710151,0.359802725,-0.691581117,0,1.288339423,0.216424276,40,0.758,0
2022/1/28,-0.603421207,1.692087749,0.753132367,1.108734064,-9.964738035,-0.245801025,0.76936322,0.330877125,-0.380002832,-0.868521744,33,0.766,0.519
2022/1/31,0.022413986,-0.033562679,-0.753132367,-0.881461239,-10.38921695,-7.738771131,1.302159207,6.819174987,6.950830476,0.386941232,34,0.043,0.035
2022/2/1,0.313269444,0.413154515,-0.011117905,-1.072702287,23.21323759,-11.62638534,-2.273203167,-2.126231765,-8.769771881,1.485413033,37,0.567,0.474
2022/2/2,5.106426906,0.289306978,5.072608886,2.76098099,59.10128744,1.705599492,0.347086504,1.591847144,4.362173065,0.308678863,43,0.463,0.477
2022/2/3,0.634855587,4.6141156,0.337624292,3.83188643,-60.27141781,4.705376016,1.816419417,0.084566601,-5.458608487,-2.05995308,50,1.084,0.42
2022/2/4,1.714985042,0.676749966,2.660726488,1.429052793,23.31431842,3.931847842,2.343094501,3.079727375,-0.325143687,-1.462727201,38,0.946,0.453
2022/2/7,0.258866311,1.806743314,-0.720538372,-0.786652297,-13.77918513,-3.378288395,-0.623792085,-0.273597982,-12.26878182,1.074753872,45,0,0
2022/2/8,0.237566605,0.392521938,1.73080259,1.640682476,22.13312104,-4.128857741,-2.082159486,1.953399063,-2.297820945,0.048579063,46,0.304,0.725
2022/2/9,-6.543992112,-0.734650725,-0.907752676,-5.381061961,16.13804188,-3.52948845,0.844627409,0.8827127,-0.992971691,1.709443336,39,0.165,0.056
2022/2/10,-0.011015036,-5.157209642,-4.377203835,-1.125297374,-21.03849859,-0.771600138,-0.153038945,0.21282264,-1.964756717,0,38,0.377,0.644
2022/2/11,2.276166876,-1.044252413,-0.042826553,-0.843886865,-14.4727489,4.231167918,3.260983055,0.714950748,-4.829972947,-1.055925338,38,0.793,0.983
2022/2/14,-1.202419297,3.474833854,0.661759273,1.569538946,-6.662235615,3.780010835,2.137102076,0.447545831,-3.646441074,-2.26922022,45,0,0
2022/2/15,-0.677968699,-2.397782009,-1.338708078,0.455025479,11.2396042,-12.17737358,-3.373001038,-1.962927747,-1.009219619,1.78554334,60,0.268,0.293
2022/2/16,-1.414388219,-1.309365684,-1.67431613,-2.852843966,17.17496179,-2.350541894,1.626916633,-1.620343309,-3.04044342,0.217944147,54,0.242,0.043
2022/2/17,-3.8802372,-0.499640189,-0.836732835,-2.270075011,1.724180643,7.360717922,-1.959802846,-0.32724327,0.974489502,-0.728335339,50,0.362,0.337
2022/2/18,3.445284192,-4.182427758,-0.877247311,0.418702635,-39.08525455,-1.78576174,0.611229183,0.571974867,-0.453029892,-0.881062968,45,0.827,0.57
2022/2/21,0.23444052,3.32165446,1.428516624,2.135802853,-6.8758926,-1.691372244,1.958459886,0.568721912,3.00684352,-2.287518939,37,0.132,0.206
2022/2/22,0.1003065,0.927536403,-0.739395301,0.090847156,11.18058651,9.587057555,1.508638091,2.05807077,0.982519986,-0.050314466,39,0.456,0.138
2022/2/23,5.73626186,-0.122433094,5.683837051,1.621291987,30.11499147,11.06191919,0,0.869227124,0.285171296,-0.226728904,43,0.226,0.294
2022/2/24,-8.836057557,5.640328107,-0.587743086,-3.859548984,50.06245152,41.16181109,2.286747255,1.276890313,3.314188969,-3.62088599,40,0.456,0.125
2022/2/25,1.267357261,-7.381651666,-5.740612254,1.050757315,-86.84967173,-35.59165096,-1.167466689,-0.051800053,-2.439995569,3.545195309,26,1.037,0.866
2022/2/28,-6.964951025,-2.64109966,-4.212347281,-8.307202533,54.57616187,5.280401258,3.076856431,27.5627846,54.2681644,-0.887317268,41,0.058,0.063
2022/3/1,-17.7346724,-3.963969782,-1.842450757,-19.38707688,78.10604273,19.84660787,3.865309301,21.42546039,4.220826376,-4.080077414,48,0.325,0.494
2022/3/2,-0.524247596,-15.76880022,-17.38064507,-18.23215568,-0.254582622,30.66658497,7.309356269,32.62157365,25.09502861,1.552867104,47,0.663,0.589
2022/3/3,-1.678484635,-2.657247907,-2.093348068,14.35492279,-65.78361375,-2.570505235,-2.211469326,-21.01979263,5.839460942,-2.405296346,45,0.884,0.752
2022/3/4,-3.397835364,-4.00944572,-1.08515859,1.267721806,-12.31802021,18.10405214,6.696292915,20.09918774,19.98191625,-4.907110251,39,0.918,1.134
2022/3/7,-11.03224559,-2.625064387,-6.692717327,-12.36712548,28.44064658,15.88851164,4.227382301,-1.70226799,7.907881128,-1.158696021,42,0,0
2022/3/8,16.13776267,-11.33597948,7.489649749,-0.564773827,-21.53208256,-5.346811374,3.798378507,3.193976661,-6.280135051,0.085239386,42,0.422,0.847
2022/3/9,6.594243958,16.97574763,7.477780941,17.37301841,-6.381151274,-31.40981047,-14.10833339,-4.901798055,-19.44955931,6.060791519,35,0.644,0.277
2022/3/10,4.319141807,6.41984898,2.656251313,3.364365866,-9.947165065,-22.97704719,-1.641983641,-12.87581139,-7.870474703,-2.709458617,40,0.549,0.658
2022/3/11,0.457009348,4.581159385,1.706790851,5.852399424,-38.41345966,4.662411979,3.009236073,-0.970682309,-7.042217289,1.363905485,35,1.112,0.488
2022/3/14,1.960847139,0.092147706,4.389419356,2.809173487,-13.95150039,-13.81622453,-5.256937415,-1.83008019,-6.960969999,1.425713457,36,0.115,0.263
2022/3/15,-1.091784013,1.307208157,-2.925823392,-1.060877209,24.42916041,1.276332151,-6.762403729,-6.086076275,0.84772634,-0.106894719,36,0.796,0.465
2022/3/16,0.938370534,0.660153844,-0.050549729,0.319446565,-9.13954907,-13.0578655,-1.909824126,-7.485174311,-3.780139173,4.00944572,31,0.719,0.757
2022/3/17,2.189268076,2.131678138,1.355952979,1.411912351,5.39039731,3.657228962,8.428713639,1.273902578,-0.048268373,-0.154241676,39,0.585,0.059
2022/3/18,-1.259621139,1.0302893,-0.237218415,2.586797108,-22.39835346,-1.52489945,1.202419297,2.500130221,0.008046347,-1.008411907,36,0.562,0.501
2022/3/21,-0.635810891,-1.612938193,-0.325529272,-1.026703064,-31.1779624,-8.785430422,6.882608282,-1.806339989,-0.040238211,-1.176330386,33,0,0
2022/3/22,2.867039075,0.418331091,2.060393106,1.396295022,28.13853889,3.613301924,-0.121159686,1.497220732,-0.177240731,0.733563677,32,0.586,0.352
2022/3/23,-5.17696822,2.313326041,-0.122925645,-3.574121201,50.38713417,17.22106822,5.163961474,1.184902684,1.611744782,-1.313734081,26,0.846,0.879
2022/3/24,2.118394898,-5.435568479,-2.566479472,0.065897861,-62.09102039,-4.677058327,-2.136140735,-0.552233341,1.625220229,0.132152788,32,0.389,0.208
2022/3/25,0.459067371,2.117847751,-0.227416396,1.737129818,11.86618,-11.26371338,1.351822989,-0.061547932,-1.498346847,0,22,1.29,1.053
2022/3/28,2.772902081,0.560653864,3.639023074,0.825278701,17.41803992,3.798292316,-7.011836401,-18.34611932,0.170233023,0.78927008,35,0.194,0
2022/3/29,1.095328162,2.757066864,0,2.910861047,14.98596649,6.935357734,-2.020633609,-0.779658674,-0.154385162,2.484599859,32,0.293,0.083
2022/3/30,-4.23786931,0.185242412,-0.452295863,-4.29447399,38.97043406,7.250957184,2.879311925,1.240871557,-0.162559757,-1.260466849,28,0.66,0
2022/3/31,-2.364604002,-3.184024297,-1.381714555,-1.906071508,-5.748552429,5.52539468,-5.006466485,0.495732219,-7.804412419,-1.040862897,41,0.426,0.382
2022/4/1,2.59419594,-1.942058336,-0.773167588,1.305312224,-74.61244495,-15.11927887,-3.316366096,-2.823367329,-9.970870181,0.365535655,24,1.201,0.802
2022/4/4,0.012739665,1.571994747,-0.602714029,1.042490546,-7.999342838,-5.290634984,2.963599298,-1.289361814,-13.64541519,0.959675372,34,0.042,0.301
2022/4/5,-0.574897783,0.687988444,-0.581029802,0.388149019,13.68889783,-0.748512645,-0.831120253,10.18811874,-1.433677087,-1.220635854,36,0.54,0.411
2022/4/6,-1.120929085,-0.956823017,0.782338375,-0.9471365,9.784632116,-1.170963843,-5.364532978,0.189410302,-0.049615481,-2.299559502,46,0.15,0.351
2022/4/7,3.513599717,-1.082624313,1.05027222,-0.483503065,-1.223256844,-2.508008218,-0.485991534,-3.483331078,-2.365785726,-0.616872011,30,0.602,0.393
2022/4/8,0.187464905,3.13801258,0.718803442,4.06857526,-33.63696778,-2.142799992,2.163735082,4.968887297,-0.822069998,1.468847346,35,1.262,0.618
2022/4/11,-2.708340683,0.15058354,-1.017757327,-2.495991029,15.22002609,-7.037213675,-4.273729969,1.680711832,1.508545798,-0.478342661,27,0.065,0.092
2022/4/12,1.350683123,-2.668519207,-1.091262005,-0.906741964,-1.178308207,-0.877033158,6.067240583,6.453852114,-0.556697251,0,28,0.577,0.34
2022/4/13,-2.007098377,1.938588959,-0.15145781,0.49325126,-5.382465001,0.91458303,3.880160629,0.420987602,-0.986011275,-0.24003212,19,0.479,0.204
2022/4/14,3.214812138,-2.286908991,1.354932283,0.194036669,0.590746713,-18.41534463,2.648921208,0.372729116,-1.18581861,0.850842676,28,0.681,0.271
2022/4/19,0.287195053,3.504675594,0.868491811,2.728021308,18.47183332,-2.236387346,-4.065414827,-0.015502674,-6.315259402,-0.477707915,30,0,0
2022/4/20,9.076575026,0.37364597,8.917087189,0.338962097,50.84288474,2.591187369,-0.420463128,1.492679865,0.343158619,1.662088124,42,0.403,0.03
2022/4/21,-1.583873349,7.263284903,-0.919468422,7.005342767,-72.84488815,5.994978207,1.422419743,-0.152858483,2.00460914,0.989333766,37,0.271,0.11
2022/4/22,2.907347223,-0.591340352,2.477883279,0.198447506,41.46879831,-9.71172863,-1.562967904,-0.061208877,-0.571241143,-2.385746919,23,0.529,0.584
2022/4/25,-6.415652871,2.41280087,-1.762011806,-4.106497836,7.378804381,-11.09579636,-4.144728765,-0.199187992,-0.519952804,-2.253918864,40,0.23,0.037
2022/4/26,-0.902696146,-4.066118708,-3.537846637,-0.426180249,-5.076799233,6.419619774,2.575995026,-0.384172582,-0.236686501,-0.790087205,31,0.708,0.362
2022/4/27,-2.076790986,-4.016701083,-3.960084404,-3.919630833,-2.436443887,-8.894748602,0.31382271,-0.370199405,0.490954709,0.054689638,29,0.216,0.218
2022/4/28,2.040513097,0.282677015,2.089321819,1.386285591,-9.742002729,-15.10591435,2.132437198,-0.216584243,0.066487355,1.33063742,30,0.377,0.665
2022/4/29,2.118190844,1.812150532,2.560460801,2.947374085,-23.02124714,24.07400362,1.613458686,0,0.138876332,0.77925962,25,1.157,0.827
2022/5/2,-1.683722384,0.744479903,-1.101100501,0.18211624,-39.37111837,-3.501768145,-1.622753662,-21.72757148,14.8644691,-1.864163128,31,0,0
2022/5/3,6.017115848,-0.347534654,4.783620658,0.339065474,77.50332067,-1.195046326,-2.45601618,8.588808788,2.338656684,1.084903508,33,0.339,0.148
2022/5/4,0.135977358,5.659135967,0.291512708,3.853698743,3.835401318,1.921611591,4.807768879,9.559914611,1.767462108,-0.703846977,30,0.496,0.197
2022/5/5,0.677127065,0.621998047,2.945444852,0.983861169,13.3071164,4.321109814,0.687661052,3.00417849,1.22530491,-0.873129694,33,0.638,0.453
2022/5/6,2.915141309,0.640559588,0.498808234,1.803495977,-17.01510212,-18.97484544,1.334607117,-0.468384931,-4.188672313,-1.074538511,22,1.348,0.546
